NOME;Date RFQ;Customer;BUYER;PN;DESC;QTY;UOM;PN ALT#;DESC PN ALT;OEM;SOURCE 1;SOURCE 2;SOURCE 3;DATE;UNIT $;LT;REMARKS;Concluido;ID;id cotacao;Quote?;Customer PO;TERMS;CURRENCY;PRECO COMPRA;Vendor;AVAILABLE;CONDITION;VEND/DELIVERY;FINAL DESTINATION;OBS;EDD_vendor;EDD_Customer;PN Manufacturer;Status Quantum;vendor PO ;SO;$ LUCRO;Total LUCRO;Sales Code;ABBREV;EMAIL;Cotação Quantum
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;0091520200-3;VALVE ASSY-RSVR VENT;2;EA;S271N301-3;;;AVIALL - NE - $4,584.07 - 90 DAYS LT / DASI - NS - $2,500.00 - STOCK - SV CALL FOR QUOTE / ;S - ILSCEK2230227143245;;28/02/2023;2912;07 DAYS;SV - 145 CERTS - EX WORKS MIAMI;;GU27022300-47-238;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;BACB30NT3K6;BOLT;10;EA;;;;KLX - NE - $1,24 - STOCK - MIN $25 / ;;;28/02/2023;3,08;07 DAYS;NE - OEM CERTS - EX WORKS MIAMI - MOQ 50 EA;;GU270223BA-46-702;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;BACB30NT3K4;BOLT;30;EA;;;;KLX - NE - $1.42 - STOCK - MIN $25 / ;;;28/02/2023;3,08;07 DAYS;NE - OEM CERTS - EX WORKS MIAMI - MOQ 50 EA;;GU270223BA-45-560;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;65C37367-9;FAIRING SUPORT - LH;1;EA;65C33933-39;;;DASI - NE - $1543.96 - 8130 EASA - STOCK ATLANTA / BOEING FLEET - $1,405.00 - STOCK / ;S - ILSCEK2230227143245;;28/02/2023;1953,24;07 DAYS;NE - OEM CERTS - EX WORKS MIAMI;;GU27022365-44-89;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;129552-1-1;THERMOSTAR ACCELERATION CONTROL;2;EA;;;;TURBO - $1,395.00 OH 121 TRACE FROM AA - STOCK / DASI / ;S - ILSCEK2230227143245;;28/02/2023;1674,4;07 DAYS;OH - 121 TRACE FROM AA - EX WORKS MIAMI;;GU27022312-43-413;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;822-1044-121;VHF COMM B737;1;EA;;;;DUNCAN / AJ WATER / FIELDTECH - SV - $3,500.00 - Fresh SV 8130 DUAL 145 TRACE - 10-14 DAYS / GENERAL AVIATION - SV - 145 TRACE 8130 EASA - $4,500.00 - 10-14 DAYS LT / ;S - ILSCEK2230227143245;;28/02/2023;4070;20 DAYS;SV - FRESH DUAL 8130 145 TRACE - EX WORKS MIAMI;;GU27022382-42-675;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;100-0649-01;SMOKE DETECTOR SENSOR;3;EA;;;;TURBO - SV - $150.00 - OEM CERTS STOCK / ;S - ILSCEK2230227143245;;28/02/2023;224;15 DAYS;SV - OEM CERTS - EX WORKS MIAMI;;GU27022310-41-563;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;2067157-0153;WEATHER RADAR XCVR;3;EA;;;;PACIFIC AIR / FIELDTECH - $2,950.00 - 145 TRACE - 7-10 DAYS LT - FRESH 8130 DUAL - OH / ;S - ILSCEK2230227143245;;28/02/2023;3318,33;20 DAYS;OH -  FRESH DUAL 8130 145 TRACE - EX WORKS MIAMI;;GU27022320-40-88;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;763810-2;PRESSURE CONTROL MODULE B727/B737;3;EA;763810-4 / 10-61209-500 / 1061209-16;;;AVTRADE / DASI - SV CALL FOR QUOTE / FIELDTECH - SV - $3,650 - 2-3 WEEKS LT - DUAL 8130 145 TRACE / ;S - ILSCEK2230227143245;;28/02/2023;4088,33;30 DAYS;SV - FRESH DUAL 8130 145 TRACE - EX WORKS MIAMI;;GU27022376-39-700;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;500470-2;CABLE ASSY VERTICAL – SEAT 1P E 2P;2;EA;870674-403 / 831064-401 /;;;WENCOR / AVIALL - ALT PN 870674-403 / ;S - ILSCEK2230227143245;;;;;;;GU27022350-38-314;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;500400-2;CABLE ASSY HOR. – SEAT 1P E 2;4;EA;;;;DASI / ;S - ILSCEK2230227143245;;;;;;;GU27022350-37-435;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;1222-5-3400;PRESSURE RELIEF VALVE (PR1);1;EA;;;;;S - ILSCEK2230227143245;;;;;;;GU27022312-36-217;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;AN6249-4;CHECK VALVE (CV1);2;EA;;;;BOEING LIST PRICE 2023 - $362.00 - NE - STOCK MIAMI / ;S - ILSCEK2230227143245;;28/02/2023;489,44;07 DAYS;NE - BOEING CERTS - EX WORKS MIAMI;;GU270223AN-35-465;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;TOTAL;ALLAN SILVEIRA;147265;CONTROL VALVE (V6);1;EA;;;;WESTERN AERO - SV $700 STOCK EASA FORM 1 - OH $850 STOCK TAG ONLY / ;S - ILSCEK2230227143245;;28/02/2023;1153,32;07 DAYS;SV - EASA FORM - EX WORKS MIAMI;;GU27022314-34-969;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;AZUL LINHAS AÉREAS;Camilla Nepomuceno;MPA0410 ;CONJUNTO DE ESCAPE GIRATORIO;2;EA;;;;;;;;;;;;GU270223MP-33-258;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;AZUL LINHAS AÉREAS;Cléo Diogo Moreira de Souza;S5287930102000 ;DOOR ASSY MLG LH;1;EA;;;;;;;;;;;;GU270223S5-32-457;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;AZUL LINHAS AÉREAS;Cléo Diogo Moreira de Souza;EEZZ01-0002-01 ;LEADING EDGE LED LIGHT ASSEMBLY, RH;1;EA;;;;;;;;;;;;GU270223EE-31-485;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;27/02/2023;AZUL LINHAS AÉREAS;Cléo Diogo Moreira de Souza;170-50005-419 ;TAIL CONE ASSY;1;EA;;;;;;;;;;;;GU27022317-30-428;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;TOTAL;ALLAN SILVEIRA;65-45487Y16;DOOR ASSY - BOOST PUMP ACCESS PANEL;2;EA;;;;DASI - NE -  $2,474.73 - 8130 EASA - STOCK LONDON 01EA - PHOENIX 01EA / ;S - ILSCEK2230227143245;;28/02/2023;3051,7;15 DAYS;NE - DUAL RELEASE FORM - EX WORKS MIAMI;;GU24022365-29-890;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;D5348009822400 ;JOINT;1;EA;;;;;;;;;;;;GU240223D5-28-550;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;D5348009822200 ;JOINT;1;EA;;;;;;;;;;;;GU240223D5-27-104;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;875993-403B ;DRESS COVER ASSY-BTM STD 18.1;144;EA;;;;;;;;;;;;GU24022387-26-589;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;DAN1284-01 ;ADHESIVE;1;EA;;;;;;;;;;;;GU240223DA-25-439;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;D25274005303 ;CHAPA;1;EA;;;;;;;;;;;;GU240223D2-24-435;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;EKO10-001-1 ;ELEMENT-FILTER;8;EA;;;;;;;;;;;;GU240223EK-23-29;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;430B100-1 ;FILTER ELEMENT;8;EA;;;;;;;;;;;;GU24022343-22-270;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;;64001-07J5 ;SET, AIRCRAFT WEIGHING, MODEL JW200;1;EA;;;;;;;;;;;;GU24022364-21-386;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;OLAVO MOURA;AZL01390-R00;COTONETES DE LIMPEZA PARA PLOTTER MIMAKI;200;EA;;;;;;;;;;;;GU240223AZ-20-905;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;24/02/2023;AZUL LINHAS AÉREAS;OLAVO MOURA;3001518;"Anti Static Bag, Shielding, Static Shielding (Metal-In), 15 "", 18 "", 381 mm, 457.2 mm, 71.12 µm";683;EA;;;;"https://www.newark.com/pt-BR/scs/3001518/scc1000-static-shielding-bag-zip/dp/39M3838?ost=3001518 / RS - $83.05 - 100 PER PACK - 02 PACKS IN STOCK - Anti Static Bag, Shielding, Static Shielding (Metal-In), 15 "", 18 "", 381 mm, 457.2 mm, 71.12 µm / RS HUGES - $83.05 - 100 PACK - LT 20 DAYS - https://www.rshughes.com/p/SCS-1000-Series-Metal-In-Bag-18-In-X-15-In-Translucent-SCS-3001518/scs_3001518/ / MOUSER - $83.05 - 100 PER PACK - 04 EA STOCK - https://www.mouser.com/c/?q=3001518";;;24/02/2023;1,05;10 DAYS;NEW - ALOIA CERTS - SOLD IN INCREMENTS OF 100 - EX WORKS MIAMI;;GU24022330-19-659;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;23/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;CA67004-020 ;SERVOCONTROL ASSY-AILERON,OUTBOARD;1;EA;;;;;;;;;;;;GU230223CA-18-462;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;23/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;3042107-2 ;ESPELHO;1;EA;;;;;;;;;;;;GU23022330-17-34;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;23/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;880530-407 ;ESTRUTURA CABECOTE;1;EA;;;;;;;;;;;;GU23022388-16-402;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;WTA6906-01 ;MODULE-TREATMENT,POTABLE WATER;2;EA;;;;;;;;;;;;GU220223WT-15-63;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;351D9908-661 ;TRAVAMENTO DO ATUADOR;4;EA;;;;;;;;;;;;GU22022335-14-764;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;351D9908-659 ;FEEDBACK DE TRAVAMENTO DO ATUADOR;4;EA;;;;;;;;;;;;GU22022335-13-341;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;FW71662 ;PLACA, TAMPA FRONTAL HP TURBINE DISC, ENG1;4;EA;;;;;;;;;;;;GU220223FW-12-86;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;OLAVO MOURA ;TT-P-1757B-340.095ML;TINTA FORMULADA A PARTIR DE POLIMEROS SINTETICOS MODIFICADOS SEM MEIO DE DISPERSAO SOLVENTE DENOMINADO PRIMER;10;EA;;;;10 EA, 65 days, $1 517.36 ;;;;;;;;GU220223TT-11-372;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;1152682-3 ;TRANSMISSOR DE EMERGENCIA DE LOCALIZACAO;2;EA;;;;;;;;;;;;GU22022311-10-342;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;44-990-9650 ;FIRST-CUT POLISHING PASTE;1;EA;;;;;;;;;;;;GU22022344-9-803;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;12N67880 ;TRANSMISSOR DO LOCALIZADOR DE EMERGNCIA DO ELT;1;EA;;;;;;;;;;;;GU22022312-8-366;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;COMPRAS CHECK;ASA5169D12 ;CAP PLUG;2;EA;;;;;;;;;;;;GU220223AS-7-633;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;COMPRAS CHECK;ASA5169D10 ;CAP PLUG;2;EA;;;;;;;;;;;;GU220223AS-6-990;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Suellen Sales;G001136OC1 ;STRIKER PLATE;1;EA;;;;;;;;;;;;GU220223G0-5-666;C-GU220223-1-620;No;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;RIDOLINE53S ;DESENGRAXANTE;1;EA;;;HENKEL;Henkel 594633 BONDERITE® C-AK 53 AERO Immersion Cleaner / SKYGEEK - $2,047.75 - MADE TO ORDER - 45 DAYS LT - HENKEL C-AK53 AERO - 55 GL DRUM - https://skygeek.com/henkel-turco-594633-ridoline-53-475lb.html ;;;23/02/2023;3377,97;60 DAYS;NEW - MADE TO ORDER - C-AK 43 AERO HENKEL - 55 GL DRUM - ALOIA CERTS - EX WORKS MIAMI;;GU220223RI-4-849;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;AOGDESK PMCP;NUSHINEG6 ;FINISH POLISHING PASTE;1;EA;;;;AVIALL - $79.85 - 01EA STOCK MIAMI - 1LB JAR - https://shop.boeing.com/aviation-supply/p/NUSHINE2G6-1LB=33 / SKYGEEK - $91.89 - STOCK - 1LBV - https://skygeek.com/nuvite-nushine2g6-1lb-nuvite-pc2207-nushine-ii-grade-g6-58-quot-smart-abrasive-quot-quick-cut-but-re.html;;;23/02/2023;207,24;07 DAYS;NEW - ALOIA CERTS - 01 LB JAR - EX WORKS MIAMI;;GU220223NU-3-755;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;COMPRAS CHECK;MOBIL-VACTRA-2 ;MOBIL VACTRA OIL NO. 2;1;EA;;;;SILMID - https://www.silmid.com/lubricants/Slideway-Oils/Mobil-Vactra-No-2-Slideway-Lubricant-Oil-in-various-sizes/ - £107.65 (Inc VAT) = USD 125,00- Batch V230505 exp 30 April 2032 04EA - Batch V290569 exp 10 June 2032 24EA - ;;;22/02/2023;247,51;10 DAYS;NEW - MFG CERTS - 20L DRUM - EX WORKS MIAMI;;GU220223MO-2-701;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO;22/02/2023;AZUL LINHAS AÉREAS;Kaiqui Bolpeti;MF20-571 ;ROSTO CHEIO DE MSCARA, OXIGNIO;4;EA;;;SAFRAN;STS - $12,502.47 - LT 30 DAYS - NE - OEM CERTS / ;;;23/02/2023;13610,67;30 DAYS;NEW - OEM CERTS - EX WORKS MIAMI;;GU220223MF-1-307;C-GU220223-1-620;Yes;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;AZUL;AOGDESK PMCP ;D25110182001CTD;MESA;1;EA;;;;;;;;0;;;;ER280223D2-110-728;C-ER280223-110-426;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;GA32083;PROTETOR ACO RODA SIS TREM PS PRINC AERO;1;UN;;;;BOEING SEATTLE - USD 243,00 - 232 DAYS;;;28/02/2023;703,05;230 DAYS;NE - MFR CERTS - EXW MIAMI;;ER270223GA-109-705;C-ER260223-108-790;Yes;;;;;;;;;;;;;;;;;;;;;;
ERIKA;26/02/2023;LATAM;ROSELI HODEL;841-0005-010 or IW 841-0005-020 ;Oring;2;EA;;;;PROPONENT - PN 841-0005-020 - USD 223,78 - 182 DAYS - BREA;;;28/02/2023;353,16;185 DAYS;OFFERINF PN 841-0005-020 - NE - MFR CERTS - EXW MIAMI;;ER26022384-108-872;C-ER260223-108-790;Yes;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F110266E0000;HASTE ACO ESTRUTURA ENCOSTO POLTRONA PAS;2;UN;;;;;;;;;;;;ER270223F1-107-941;C-ER270223-107-263;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;J221P172;JUNTA VEDACAO - BORRACHA;3;UN;;;;;;;;;;;;ER270223J2-106-911;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;J1183P06;INSERTO ROSC ACO CPMT ESTAT SIS MT AERO;5;UN;;;;;;;;;;;;ER270223J1-105-81;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;HV997-1;ENDURECEDOR PASTA REP ESTRUT AERO-600G;4;UN;;;;;;;;;;;;ER270223HV-104-431;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;HNP5EXAM06X2011;MIDIA ELETRN C CP GR VOO S PL AUTO AERO;32;UN;;;;;;;;;;;;ER270223HN-103-146;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;HNP57XAM06X2009;MIDIA ELETRN C CP GR VOO S PL AUTO AERO;18;UN;;;;;;;;;;;;ER270223HN-102-944;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;HNP56XAM06X2008;MIDIA ELTN MOD GER VOO SIS PIL AUTO AERO;26;UN;;;;;;;;;;;;ER270223HN-101-803;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;HHCS-SS-375-24;PARAFUSO SEXTAV ROSC ACO USO GERAL AERO;8;UN;;;;;;;;;;;;ER270223HH-100-414;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;H602S160D285KT;TRAVA PORTA ACESSO PAINEL SERVICO AGUA L;3;UN;;;;;;;;;;;;ER270223H6-99-257;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;H602S160D201KT;TRAVA ACO PAIN SERV RESER AERONAVE;6;UN;;;;;;;;;;;;ER270223H6-98-421;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;GZ0010086Y00;PLACA CI MODULO SIST ELETRICO AERO;7;UN;;;;;;;;;;;;ER270223GZ-97-385;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;GZ0009100Y00;BARRA ACO SUSTENT PAINEL CAB COMAN AERO;4;UN;;;;;;;;;;;;ER270223GZ-96-428;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;GRADE200;LIXA ABRAS FINA 9 POL USO GERAL AERO;5;UN;;;;;;;;;;;;ER270223GR-95-182;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;GLS25-031-0000;TORNEIRA ELTC GIR SIS AGUA COMPT CG AERO;5;UN;;;;;;;;;;;;ER270223GL-94-279;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;G0803;TECIDO FIBRA CARBONO AERONAVE;135;CM;;;;;;;;;;;;ER270223G0-93-820;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;FA259-64400-300;CORRIMAO SUPERIOR COMPARTIMENTO BAGAGEM;3;UN;;;;;;;;;;;;ER270223FA-92-623;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;FA259-50300-300;COBERTURA COMPARTIMENTO BAGAGEIRO PASSAG;4;UN;;;;;;;;;;;;ER270223FA-91-827;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F2527666700000KT;TIRA ACABAMENTO PISO CABINE PASSAGEIRO B;747;UN;;;;;;;;;;;;ER270223F2-90-232;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F1710185;MIDIA ELTNC CARREG DDS SIS CTRL VOO AERO;1;UN;;;;;;;;;;;;ER270223F1-89-979;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F1424465;MIDIA ELTNC CARREG DDS SIS PIL AUTO AERO;36;UN;;;;;;;;;;;;ER270223F1-88-774;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F1424419;MIDIA ELTNC ATUALIZ SIS PILOTO AUTO AERO;3;UN;;;;;;;;;;;;ER270223F1-87-283;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;F0N1-7952-1;FITA POLIESTER AERONAVE;14;UN;;;;;;;;;;;;ER270223F0-86-83;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;E0126-04B;TUBO PLASTICO USO GERAL AERONAVE;38;CM;;;;;;;;;;;;ER270223E0-85-251;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;DT8;FITA ADES BRRCH PRATA USO GERAL AERONAVE;30;UN;;;;;;;;;;;;ER270223DT-84-380;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;D515025AAA509;ESPELHO PLAST LAVATORIO AERONAVE;1;UN;;;;;;;;;;;;ER270223D5-83-736;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;D511250-25;ESPELHO PLASTICO LAVATORIO AERONAVE;2;UN;;;;;;;;;;;;ER270223D5-82-572;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;D4-AMS1452-5L;DESINFETANTE D4 ACOES LIMPEZA AERO (5L);3;UN;;;;;;;;;;;;ER270223D4-81-985;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;27/02/2023;LATAM;GISLAINE DIAS;CW-9797;REVESTIMENTO DE SILICONE;2400;CM2;;;;;;;;;;;;ER270223CW-80-71;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;26/02/2023;LATAM;ROSELI HODEL;D4918546100200;DRAIN MAST;1;EA;;;;;;;;;;;;ER260223D4-79-810;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;26/02/2023;LATAM;ROSELI HODEL;1020910-7;HARNESS, ENGINE ELETRONIC COMPUTER WIRING;1;EA;;;;;;;;;;;;ER26022310-78-803;C-ER260223-78-420;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;AS3580-3-40;PARAFUSO ACO USO GERAL AERONAVE;3;UN;;;;;;;;;;;;ER280223AS-77-343;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;AS26424;PARAFUSO ROSC ACO COMPRESS SIS MT AERO;9;UN;;;;;;;;;;;;ER280223AS-76-584;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;A2547356210200;ASSENTO PLAST VASO SANITARIO LAVATORIO;3;UN;;;;;;;;;;;;ER280223A2-75-207;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;ART0020710;CARTAO MEMORIA AERONAVE;7;UN;;;;;;;;;;;;ER280223AR-74-845;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;ASNA2051DXJ04820;REBITE ALUMINIO USO GERAL AERONAVE;150;UN;;;;;;;;;;;;ER280223AS-73-736;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;A0145-00;FITA POLI TP PRINC AERONAVE;6;UN;;;;;;;;;;;;ER280223A0-72-559;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;ASNA2050DXJ3206;REBITE ALUMINIO USO GERAL AERONAVE;38;UN;;;;;;;;;;;;ER280223AS-71-48;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
ERIKA;28/02/2023;LATAM;VALENTINA VILLARROEL;R5119;TERMINAL;167;UN;;;;;;;;;;;;ER280223R5-70-432;C-ER280223-1-411;No;;;;;;;;;;;;;;;;;;;;;;
